"length","id","line","treat"
50.29,382,"MO275","Control"
NA,382,"MO275","Control"
50.69,383,"MO275","Control"
NA,383,"MO275","Control"
NA,383,"MO275","Control"
NA,383,"MO275","Control"
52.47,384,"MO275","EOD-FR"
NA,384,"MO275","EOD-FR"
NA,384,"MO275","EOD-FR"
NA,384,"MO275","EOD-FR"
61,385,"MO275","EOD-FR"
65.37,385,"MO275","EOD-FR"
58.95,385,"MO275","EOD-FR"
59.44,385,"MO275","EOD-FR"
57.75,386,"MO275","EOD-FR"
54.37,386,"MO275","EOD-FR"
62.72,386,"MO275","EOD-FR"
NA,386,"MO275","EOD-FR"
54.45,387,"MO275","EOD-FR"
60.55,387,"MO275","EOD-FR"
NA,387,"MO275","EOD-FR"
NA,387,"MO275","EOD-FR"
37.43,388,"MO276","Control"
40.54,388,"MO276","Control"
NA,388,"MO276","Control"
NA,388,"MO276","Control"
43.29,389,"MO276","Control"
43.44,389,"MO276","Control"
45.82,389,"MO276","Control"
NA,389,"MO276","Control"
46.99,390,"MO276","Control"
45.27,390,"MO276","Control"
45.27,390,"MO276","Control"
NA,390,"MO276","Control"
51.97,391,"MO276","EOD-FR"
NA,391,"MO276","EOD-FR"
NA,391,"MO276","EOD-FR"
NA,391,"MO276","EOD-FR"
53.07,392,"MO276","EOD-FR"
46,392,"MO276","EOD-FR"
48.27,392,"MO276","EOD-FR"
52.58,392,"MO276","EOD-FR"
58.63,393,"MO276","EOD-FR"
44.3,393,"MO276","EOD-FR"
46.56,393,"MO276","EOD-FR"
43.34,393,"MO276","EOD-FR"
48.43,394,"MO281","Control"
NA,394,"MO281","Control"
NA,394,"MO281","Control"
NA,394,"MO281","Control"
42.46,395,"MO281","Control"
48.47,395,"MO281","Control"
46.75,395,"MO281","Control"
45.99,395,"MO281","Control"
42.64,396,"MO281","Control"
42.64,396,"MO281","Control"
39.99,396,"MO281","Control"
NA,396,"MO281","Control"
49.69,397,"MO281","Control"
40.61,397,"MO281","Control"
NA,397,"MO281","Control"
NA,397,"MO281","Control"
54.93,398,"MO281","EOD-FR"
48.2,398,"MO281","EOD-FR"
NA,398,"MO281","EOD-FR"
NA,398,"MO281","EOD-FR"
66.7,399,"MO281","EOD-FR"
61.65,399,"MO281","EOD-FR"
69.34,399,"MO281","EOD-FR"
57.24,399,"MO281","EOD-FR"
56.25,400,"MO281","EOD-FR"
63.05,400,"MO281","EOD-FR"
56.29,400,"MO281","EOD-FR"
NA,400,"MO281","EOD-FR"
56.86,401,"MO281","EOD-FR"
57.86,401,"MO281","EOD-FR"
51.36,401,"MO281","EOD-FR"
59.18,401,"MO281","EOD-FR"
65.67,402,"MO284","Control"
61.35,402,"MO284","Control"
NA,402,"MO284","Control"
NA,402,"MO284","Control"
66.59,403,"MO284","Control"
69.14,403,"MO284","Control"
69.14,403,"MO284","Control"
78.94,403,"MO284","Control"
61.9,404,"MO284","Control"
59.97,404,"MO284","Control"
53.58,404,"MO284","Control"
NA,404,"MO284","Control"
69.19,405,"MO284","Control"
60.87,405,"MO284","Control"
63.49,405,"MO284","Control"
NA,405,"MO284","Control"
70.68,406,"MO284","EOD-FR"
NA,406,"MO284","EOD-FR"
NA,406,"MO284","EOD-FR"
NA,406,"MO284","EOD-FR"
82.37,407,"MO284","EOD-FR"
73.1,407,"MO284","EOD-FR"
76.37,407,"MO284","EOD-FR"
NA,407,"MO284","EOD-FR"
67.41,408,"MO284","EOD-FR"
67.61,408,"MO284","EOD-FR"
73.38,408,"MO284","EOD-FR"
NA,408,"MO284","EOD-FR"
63.44,409,"MO284","EOD-FR"
55.99,409,"MO284","EOD-FR"
NA,409,"MO284","EOD-FR"
NA,409,"MO284","EOD-FR"
67.33,410,"MO287","Control"
71.01,410,"MO287","Control"
64.07,410,"MO287","Control"
56.64,410,"MO287","Control"
64,411,"MO287","Control"
72.81,411,"MO287","Control"
68.56,411,"MO287","Control"
70.38,411,"MO287","Control"
70.62,412,"MO287","Control"
67.42,412,"MO287","Control"
61.93,412,"MO287","Control"
59.93,412,"MO287","Control"
67.29,413,"MO287","Control"
60.35,413,"MO287","Control"
69.83,413,"MO287","Control"
55.42,413,"MO287","Control"
66.43,414,"MO287","EOD-FR"
74.07,414,"MO287","EOD-FR"
76.43,414,"MO287","EOD-FR"
NA,414,"MO287","EOD-FR"
72.8,415,"MO287","EOD-FR"
85.46,415,"MO287","EOD-FR"
74.93,415,"MO287","EOD-FR"
NA,415,"MO287","EOD-FR"
72.17,416,"MO287","EOD-FR"
68.54,416,"MO287","EOD-FR"
70.96,416,"MO287","EOD-FR"
73.5,416,"MO287","EOD-FR"
63.17,417,"MO287","EOD-FR"
69.04,417,"MO287","EOD-FR"
69.79,417,"MO287","EOD-FR"
66.7,417,"MO287","EOD-FR"
50.08,418,"MO288","Control"
59.61,418,"MO288","Control"
53.31,418,"MO288","Control"
NA,418,"MO288","Control"
63.95,419,"MO288","Control"
49.8,419,"MO288","Control"
51.24,419,"MO288","Control"
NA,419,"MO288","Control"
44.56,420,"MO288","Control"
43.27,420,"MO288","Control"
54.22,420,"MO288","Control"
49.89,420,"MO288","Control"
50.2,421,"MO288","Control"
40.78,421,"MO288","Control"
36.51,421,"MO288","Control"
40.61,421,"MO288","Control"
49.03,422,"MO288","EOD-FR"
65.75,422,"MO288","EOD-FR"
59.04,422,"MO288","EOD-FR"
NA,422,"MO288","EOD-FR"
64.07,423,"MO288","EOD-FR"
57.91,423,"MO288","EOD-FR"
59.76,423,"MO288","EOD-FR"
68.3,423,"MO288","EOD-FR"
56.44,424,"MO288","EOD-FR"
62.81,424,"MO288","EOD-FR"
61.08,424,"MO288","EOD-FR"
60.09,424,"MO288","EOD-FR"
57.47,425,"MO288","EOD-FR"
64.11,425,"MO288","EOD-FR"
NA,425,"MO288","EOD-FR"
NA,425,"MO288","EOD-FR"
48.73,426,"MO296","Control"
49.49,426,"MO296","Control"
NA,426,"MO296","Control"
NA,426,"MO296","Control"
48.35,427,"MO296","Control"
47.76,427,"MO296","Control"
NA,427,"MO296","Control"
NA,427,"MO296","Control"
30.75,428,"MO296","Control"
NA,428,"MO296","Control"
NA,428,"MO296","Control"
NA,428,"MO296","Control"
57.19,429,"MO296","EOD-FR"
NA,429,"MO296","EOD-FR"
NA,429,"MO296","EOD-FR"
NA,429,"MO296","EOD-FR"
61.11,430,"MO296","EOD-FR"
56.87,430,"MO296","EOD-FR"
55.33,430,"MO296","EOD-FR"
NA,430,"MO296","EOD-FR"
57.69,431,"MO296","EOD-FR"
57.13,431,"MO296","EOD-FR"
NA,431,"MO296","EOD-FR"
NA,431,"MO296","EOD-FR"
56.95,432,"MO296","EOD-FR"
NA,432,"MO296","EOD-FR"
NA,432,"MO296","EOD-FR"
NA,432,"MO296","EOD-FR"
50.09,433,"MO297","Control"
52.53,433,"MO297","Control"
44.34,433,"MO297","Control"
NA,433,"MO297","Control"
48.1,434,"MO297","Control"
57.5,434,"MO297","Control"
60.84,434,"MO297","Control"
57.52,434,"MO297","Control"
53.82,435,"MO297","Control"
53.65,435,"MO297","Control"
53.61,435,"MO297","Control"
NA,435,"MO297","Control"
48.99,436,"MO297","Control"
47.66,436,"MO297","Control"
49.14,436,"MO297","Control"
49.15,436,"MO297","Control"
59.03,437,"MO297","EOD-FR"
62.02,437,"MO297","EOD-FR"
NA,437,"MO297","EOD-FR"
NA,437,"MO297","EOD-FR"
65.3,438,"MO297","EOD-FR"
66.94,438,"MO297","EOD-FR"
64.08,438,"MO297","EOD-FR"
NA,438,"MO297","EOD-FR"
62.57,439,"MO297","EOD-FR"
58.93,439,"MO297","EOD-FR"
60.54,439,"MO297","EOD-FR"
NA,439,"MO297","EOD-FR"
56.83,440,"MO297","EOD-FR"
63.58,440,"MO297","EOD-FR"
61.27,440,"MO297","EOD-FR"
60.16,440,"MO297","EOD-FR"
45.77,441,"MO298","Control"
46.08,441,"MO298","Control"
47.93,441,"MO298","Control"
NA,441,"MO298","Control"
55.99,442,"MO298","Control"
52.96,442,"MO298","Control"
54.67,442,"MO298","Control"
47.98,442,"MO298","Control"
50.27,443,"MO298","Control"
48.56,443,"MO298","Control"
NA,443,"MO298","Control"
NA,443,"MO298","Control"
49.32,444,"MO298","Control"
54.14,444,"MO298","Control"
44.26,444,"MO298","Control"
49.3,444,"MO298","Control"
56.52,445,"MO298","EOD-FR"
58.81,445,"MO298","EOD-FR"
63.16,445,"MO298","EOD-FR"
54.07,445,"MO298","EOD-FR"
61.91,446,"MO298","EOD-FR"
60.49,446,"MO298","EOD-FR"
59.85,446,"MO298","EOD-FR"
60.55,446,"MO298","EOD-FR"
58.29,447,"MO298","EOD-FR"
56.17,447,"MO298","EOD-FR"
NA,447,"MO298","EOD-FR"
NA,447,"MO298","EOD-FR"
48.56,448,"MO298","EOD-FR"
50.32,448,"MO298","EOD-FR"
52.75,448,"MO298","EOD-FR"
52.63,448,"MO298","EOD-FR"
34.01,449,"MO309","Control"
NA,449,"MO309","Control"
NA,449,"MO309","Control"
NA,449,"MO309","Control"
41.9,450,"MO309","Control"
50.32,450,"MO309","Control"
NA,450,"MO309","Control"
NA,450,"MO309","Control"
53.38,451,"MO309","Control"
47.46,451,"MO309","Control"
46.47,451,"MO309","Control"
51.59,451,"MO309","Control"
54.19,452,"MO309","Control"
53.47,452,"MO309","Control"
42.56,452,"MO309","Control"
NA,452,"MO309","Control"
50.05,453,"MO309","EOD-FR"
55.73,453,"MO309","EOD-FR"
43.83,453,"MO309","EOD-FR"
NA,453,"MO309","EOD-FR"
62.24,454,"MO309","EOD-FR"
63.76,454,"MO309","EOD-FR"
58.48,454,"MO309","EOD-FR"
NA,454,"MO309","EOD-FR"
64.3,455,"MO309","EOD-FR"
51.55,455,"MO309","EOD-FR"
60.97,455,"MO309","EOD-FR"
NA,455,"MO309","EOD-FR"
49.06,456,"MO309","EOD-FR"
NA,456,"MO309","EOD-FR"
NA,456,"MO309","EOD-FR"
NA,456,"MO309","EOD-FR"
59.92,457,"MO310","Control"
41.1,457,"MO310","Control"
54.29,457,"MO310","Control"
NA,457,"MO310","Control"
53.63,458,"MO310","Control"
44.28,458,"MO310","Control"
49.62,458,"MO310","Control"
NA,458,"MO310","Control"
52.32,459,"MO310","Control"
62.25,459,"MO310","Control"
54.75,459,"MO310","Control"
63.05,459,"MO310","Control"
52.06,460,"MO310","Control"
49.91,460,"MO310","Control"
54.04,460,"MO310","Control"
54.01,460,"MO310","Control"
61.4,461,"MO310","EOD-FR"
64.18,461,"MO310","EOD-FR"
59.46,461,"MO310","EOD-FR"
64.16,461,"MO310","EOD-FR"
62.02,462,"MO310","EOD-FR"
63.15,462,"MO310","EOD-FR"
NA,462,"MO310","EOD-FR"
NA,462,"MO310","EOD-FR"
65.87,463,"MO310","EOD-FR"
61.46,463,"MO310","EOD-FR"
61.46,463,"MO310","EOD-FR"
57.39,463,"MO310","EOD-FR"
48.31,464,"MO310","EOD-FR"
57.09,464,"MO310","EOD-FR"
58.05,464,"MO310","EOD-FR"
NA,464,"MO310","EOD-FR"
54.57,465,"MO311","Control"
56.96,465,"MO311","Control"
53.13,465,"MO311","Control"
50.84,465,"MO311","Control"
50.97,466,"MO311","Control"
50.99,466,"MO311","Control"
47.81,466,"MO311","Control"
56.01,466,"MO311","Control"
53.29,467,"MO311","Control"
54.79,467,"MO311","Control"
51.16,467,"MO311","Control"
52.16,467,"MO311","Control"
66,468,"MO311","EOD-FR"
64.39,468,"MO311","EOD-FR"
66.57,468,"MO311","EOD-FR"
NA,468,"MO311","EOD-FR"
61.11,469,"MO311","EOD-FR"
68.61,469,"MO311","EOD-FR"
62.47,469,"MO311","EOD-FR"
63.48,469,"MO311","EOD-FR"
54.22,470,"MO311","EOD-FR"
52.67,470,"MO311","EOD-FR"
62.51,470,"MO311","EOD-FR"
53.13,470,"MO311","EOD-FR"
54.65,471,"MO311","EOD-FR"
57.52,471,"MO311","EOD-FR"
59.71,471,"MO311","EOD-FR"
60.19,471,"MO311","EOD-FR"
50.36,472,"MO315","Control"
NA,472,"MO315","Control"
NA,472,"MO315","Control"
NA,472,"MO315","Control"
51.2,473,"MO315","Control"
57.49,473,"MO315","Control"
51.27,473,"MO315","Control"
57.17,473,"MO315","Control"
45.17,474,"MO315","Control"
45.17,474,"MO315","Control"
41.9,474,"MO315","Control"
NA,474,"MO315","Control"
49.35,475,"MO315","Control"
52.09,475,"MO315","Control"
51.84,475,"MO315","Control"
46.44,475,"MO315","Control"
60.94,476,"MO315","EOD-FR"
57.88,476,"MO315","EOD-FR"
44.07,476,"MO315","EOD-FR"
NA,476,"MO315","EOD-FR"
59.57,477,"MO315","EOD-FR"
62.28,477,"MO315","EOD-FR"
68.65,477,"MO315","EOD-FR"
63.52,477,"MO315","EOD-FR"
54.17,478,"MO315","EOD-FR"
58,478,"MO315","EOD-FR"
NA,478,"MO315","EOD-FR"
NA,478,"MO315","EOD-FR"
61.2,479,"MO315","EOD-FR"
54.79,479,"MO315","EOD-FR"
56.28,479,"MO315","EOD-FR"
54.56,479,"MO315","EOD-FR"
47.95,480,"MO317","Control"
53.5,480,"MO317","Control"
50.41,480,"MO317","Control"
NA,480,"MO317","Control"
45.15,481,"MO317","Control"
50.06,481,"MO317","Control"
49.75,481,"MO317","Control"
42.08,481,"MO317","Control"
51.64,482,"MO317","Control"
NA,482,"MO317","Control"
NA,482,"MO317","Control"
NA,482,"MO317","Control"
61.33,483,"MO317","EOD-FR"
62.6,483,"MO317","EOD-FR"
58.55,483,"MO317","EOD-FR"
NA,483,"MO317","EOD-FR"
58.48,484,"MO317","EOD-FR"
60.13,484,"MO317","EOD-FR"
61.05,484,"MO317","EOD-FR"
NA,484,"MO317","EOD-FR"
56.01,485,"MO317","EOD-FR"
64.46,485,"MO317","EOD-FR"
63.62,485,"MO317","EOD-FR"
NA,485,"MO317","EOD-FR"
51.88,486,"MO321","Control"
48.27,486,"MO321","Control"
44.68,486,"MO321","Control"
46.84,486,"MO321","Control"
57.38,487,"MO321","Control"
51,487,"MO321","Control"
49.92,487,"MO321","Control"
53.17,487,"MO321","Control"
54.92,488,"MO321","Control"
49.84,488,"MO321","Control"
56.64,488,"MO321","Control"
52.24,488,"MO321","Control"
51.49,489,"MO321","Control"
49.93,489,"MO321","Control"
49.45,489,"MO321","Control"
54.38,489,"MO321","Control"
62.84,490,"MO321","EOD-FR"
57.68,490,"MO321","EOD-FR"
57.51,490,"MO321","EOD-FR"
59.69,490,"MO321","EOD-FR"
65.92,491,"MO321","EOD-FR"
62.95,491,"MO321","EOD-FR"
68.14,491,"MO321","EOD-FR"
62.93,491,"MO321","EOD-FR"
60.68,492,"MO321","EOD-FR"
47.09,492,"MO321","EOD-FR"
58.93,492,"MO321","EOD-FR"
58.91,492,"MO321","EOD-FR"
65.45,493,"MO321","EOD-FR"
48.24,493,"MO321","EOD-FR"
61.94,493,"MO321","EOD-FR"
62.91,493,"MO321","EOD-FR"
62.99,494,"MO322","Control"
63.76,494,"MO322","Control"
65.73,494,"MO322","Control"
62.64,494,"MO322","Control"
78.03,495,"MO322","Control"
NA,495,"MO322","Control"
NA,495,"MO322","Control"
NA,495,"MO322","Control"
62.92,496,"MO322","Control"
57.42,496,"MO322","Control"
62.56,496,"MO322","Control"
NA,496,"MO322","Control"
77.2,497,"MO322","EOD-FR"
70.56,497,"MO322","EOD-FR"
74.16,497,"MO322","EOD-FR"
NA,497,"MO322","EOD-FR"
77.98,498,"MO322","EOD-FR"
73.87,498,"MO322","EOD-FR"
64.64,498,"MO322","EOD-FR"
NA,498,"MO322","EOD-FR"
80.49,499,"MO322","EOD-FR"
68.52,499,"MO322","EOD-FR"
78.52,499,"MO322","EOD-FR"
53.24,499,"MO322","EOD-FR"
30.2,500,"MO323","Control"
NA,500,"MO323","Control"
NA,500,"MO323","Control"
NA,500,"MO323","Control"
65.76,501,"MO323","Control"
62.04,501,"MO323","Control"
57.51,501,"MO323","Control"
NA,501,"MO323","Control"
65.88,502,"MO323","Control"
NA,502,"MO323","Control"
NA,502,"MO323","Control"
NA,502,"MO323","Control"
53.87,503,"MO323","Control"
55.86,503,"MO323","Control"
NA,503,"MO323","Control"
NA,503,"MO323","Control"
52.97,504,"MO323","EOD-FR"
58.99,504,"MO323","EOD-FR"
NA,504,"MO323","EOD-FR"
NA,504,"MO323","EOD-FR"
62.85,505,"MO323","EOD-FR"
NA,505,"MO323","EOD-FR"
NA,505,"MO323","EOD-FR"
NA,505,"MO323","EOD-FR"
66.32,506,"MO323","EOD-FR"
66.27,506,"MO323","EOD-FR"
62.39,506,"MO323","EOD-FR"
NA,506,"MO323","EOD-FR"
72.95,507,"MO323","EOD-FR"
73.61,507,"MO323","EOD-FR"
64.26,507,"MO323","EOD-FR"
NA,507,"MO323","EOD-FR"
56.32,508,"MO325","Control"
NA,508,"MO325","Control"
NA,508,"MO325","Control"
NA,508,"MO325","Control"
50.58,509,"MO325","Control"
52.69,509,"MO325","Control"
54.42,509,"MO325","Control"
55.66,509,"MO325","Control"
51.65,510,"MO325","Control"
53.38,510,"MO325","Control"
48.55,510,"MO325","Control"
NA,510,"MO325","Control"
58.48,511,"MO325","EOD-FR"
NA,511,"MO325","EOD-FR"
NA,511,"MO325","EOD-FR"
NA,511,"MO325","EOD-FR"
72.85,512,"MO325","EOD-FR"
71.82,512,"MO325","EOD-FR"
NA,512,"MO325","EOD-FR"
NA,512,"MO325","EOD-FR"
58.74,513,"MO325","EOD-FR"
59.33,513,"MO325","EOD-FR"
NA,513,"MO325","EOD-FR"
NA,513,"MO325","EOD-FR"
61.76,514,"MO325","EOD-FR"
61.25,514,"MO325","EOD-FR"
56.63,514,"MO325","EOD-FR"
NA,514,"MO325","EOD-FR"
53.59,515,"MO326","Control"
54.58,515,"MO326","Control"
58.7,515,"MO326","Control"
NA,515,"MO326","Control"
61.46,516,"MO326","Control"
63.33,516,"MO326","Control"
54.69,516,"MO326","Control"
51.4,516,"MO326","Control"
59.92,517,"MO326","Control"
62.17,517,"MO326","Control"
55.1,517,"MO326","Control"
NA,517,"MO326","Control"
56.41,518,"MO326","Control"
52.27,518,"MO326","Control"
55.68,518,"MO326","Control"
NA,518,"MO326","Control"
69.24,519,"MO326","EOD-FR"
62.93,519,"MO326","EOD-FR"
72.02,519,"MO326","EOD-FR"
NA,519,"MO326","EOD-FR"
60.4,520,"MO326","EOD-FR"
69.17,520,"MO326","EOD-FR"
65.55,520,"MO326","EOD-FR"
66.51,520,"MO326","EOD-FR"
61.18,521,"MO326","EOD-FR"
60.64,521,"MO326","EOD-FR"
NA,521,"MO326","EOD-FR"
NA,521,"MO326","EOD-FR"
57.33,522,"MO326","EOD-FR"
60.96,522,"MO326","EOD-FR"
65.34,522,"MO326","EOD-FR"
NA,522,"MO326","EOD-FR"
48.76,523,"MO328","Control"
NA,523,"MO328","Control"
NA,523,"MO328","Control"
NA,523,"MO328","Control"
53.34,524,"MO328","Control"
55.89,524,"MO328","Control"
59.36,524,"MO328","Control"
NA,524,"MO328","Control"
60.79,525,"MO328","Control"
59.38,525,"MO328","Control"
57.46,525,"MO328","Control"
NA,525,"MO328","Control"
55.57,526,"MO328","Control"
59.63,526,"MO328","Control"
54.17,526,"MO328","Control"
NA,526,"MO328","Control"
72.46,527,"MO328","EOD-FR"
68.07,527,"MO328","EOD-FR"
NA,527,"MO328","EOD-FR"
NA,527,"MO328","EOD-FR"
77.15,528,"MO328","EOD-FR"
72.92,528,"MO328","EOD-FR"
58.05,528,"MO328","EOD-FR"
70.17,528,"MO328","EOD-FR"
64.21,529,"MO328","EOD-FR"
64.24,529,"MO328","EOD-FR"
55.5,529,"MO328","EOD-FR"
69.59,529,"MO328","EOD-FR"
68.27,530,"MO328","EOD-FR"
69.28,530,"MO328","EOD-FR"
73.6,530,"MO328","EOD-FR"
NA,530,"MO328","EOD-FR"
49.9,531,"MO337","Control"
53.59,531,"MO337","Control"
NA,531,"MO337","Control"
NA,531,"MO337","Control"
56.46,532,"MO337","Control"
58.81,532,"MO337","Control"
NA,532,"MO337","Control"
NA,532,"MO337","Control"
53.27,533,"MO337","Control"
51.08,533,"MO337","Control"
NA,533,"MO337","Control"
NA,533,"MO337","Control"
53.68,534,"MO337","Control"
45.6,534,"MO337","Control"
56.46,534,"MO337","Control"
NA,534,"MO337","Control"
58.45,535,"MO337","EOD-FR"
55.85,535,"MO337","EOD-FR"
NA,535,"MO337","EOD-FR"
NA,535,"MO337","EOD-FR"
62.99,536,"MO337","EOD-FR"
67.53,536,"MO337","EOD-FR"
69.61,536,"MO337","EOD-FR"
67.26,536,"MO337","EOD-FR"
63.66,537,"MO337","EOD-FR"
62.92,537,"MO337","EOD-FR"
53.84,537,"MO337","EOD-FR"
NA,537,"MO337","EOD-FR"
70.83,538,"MO337","EOD-FR"
66.8,538,"MO337","EOD-FR"
64.55,538,"MO337","EOD-FR"
NA,538,"MO337","EOD-FR"
48.89,539,"MO341","Control"
NA,539,"MO341","Control"
NA,539,"MO341","Control"
NA,539,"MO341","Control"
51.67,540,"MO341","Control"
49.85,540,"MO341","Control"
48.74,540,"MO341","Control"
46.65,540,"MO341","Control"
42.95,541,"MO341","Control"
46.68,541,"MO341","Control"
39.77,541,"MO341","Control"
NA,541,"MO341","Control"
44.01,542,"MO341","Control"
45.57,542,"MO341","Control"
47.26,542,"MO341","Control"
NA,542,"MO341","Control"
51.96,543,"MO341","EOD-FR"
57.95,543,"MO341","EOD-FR"
56.73,543,"MO341","EOD-FR"
NA,543,"MO341","EOD-FR"
59.72,544,"MO341","EOD-FR"
64.03,544,"MO341","EOD-FR"
59.11,544,"MO341","EOD-FR"
52.17,544,"MO341","EOD-FR"
50.58,545,"MO341","EOD-FR"
56.48,545,"MO341","EOD-FR"
50.07,545,"MO341","EOD-FR"
NA,545,"MO341","EOD-FR"
56.77,546,"MO341","EOD-FR"
53.97,546,"MO341","EOD-FR"
58.74,546,"MO341","EOD-FR"
NA,546,"MO341","EOD-FR"
54.88,547,"MO344","Control"
52.48,547,"MO344","Control"
NA,547,"MO344","Control"
NA,547,"MO344","Control"
42.23,548,"MO344","Control"
40.42,548,"MO344","Control"
52.58,548,"MO344","Control"
NA,548,"MO344","Control"
46.83,549,"MO344","Control"
54.39,549,"MO344","Control"
54.01,549,"MO344","Control"
NA,549,"MO344","Control"
49.54,550,"MO344","Control"
41.53,550,"MO344","Control"
50.12,550,"MO344","Control"
49.11,550,"MO344","Control"
60.69,551,"MO344","EOD-FR"
62.82,551,"MO344","EOD-FR"
68.1,551,"MO344","EOD-FR"
NA,551,"MO344","EOD-FR"
72.33,552,"MO344","EOD-FR"
66.09,552,"MO344","EOD-FR"
NA,552,"MO344","EOD-FR"
NA,552,"MO344","EOD-FR"
64.34,553,"MO344","EOD-FR"
59.99,553,"MO344","EOD-FR"
60.03,553,"MO344","EOD-FR"
NA,553,"MO344","EOD-FR"
57.98,554,"MO344","EOD-FR"
56.66,554,"MO344","EOD-FR"
NA,554,"MO344","EOD-FR"
NA,554,"MO344","EOD-FR"
44.93,555,"MO345","Control"
48.45,555,"MO345","Control"
48.59,555,"MO345","Control"
48.31,555,"MO345","Control"
44.28,556,"MO345","Control"
49.67,556,"MO345","Control"
45.37,556,"MO345","Control"
NA,556,"MO345","Control"
50.07,557,"MO345","Control"
NA,557,"MO345","Control"
NA,557,"MO345","Control"
NA,557,"MO345","Control"
40.45,558,"MO345","Control"
44.17,558,"MO345","Control"
NA,558,"MO345","Control"
NA,558,"MO345","Control"
56.49,559,"MO345","EOD-FR"
49.41,559,"MO345","EOD-FR"
53.59,559,"MO345","EOD-FR"
56.73,559,"MO345","EOD-FR"
54.87,560,"MO345","EOD-FR"
52.41,560,"MO345","EOD-FR"
48.74,560,"MO345","EOD-FR"
44.28,560,"MO345","EOD-FR"
35.1,561,"MO345","EOD-FR"
NA,561,"MO345","EOD-FR"
NA,561,"MO345","EOD-FR"
NA,561,"MO345","EOD-FR"
47.36,562,"MO345","EOD-FR"
50.29,562,"MO345","EOD-FR"
50.57,562,"MO345","EOD-FR"
50.73,562,"MO345","EOD-FR"
32.07,563,"MO346","Control"
NA,563,"MO346","Control"
NA,563,"MO346","Control"
NA,563,"MO346","Control"
53.69,564,"MO346","Control"
54.96,564,"MO346","Control"
53.65,564,"MO346","Control"
55.79,564,"MO346","Control"
58.81,565,"MO346","Control"
58.47,565,"MO346","Control"
51.33,565,"MO346","Control"
NA,565,"MO346","Control"
53.75,566,"MO346","Control"
52.76,566,"MO346","Control"
49.31,566,"MO346","Control"
50.01,566,"MO346","Control"
69.56,567,"MO346","EOD-FR"
54.17,567,"MO346","EOD-FR"
NA,567,"MO346","EOD-FR"
NA,567,"MO346","EOD-FR"
67.64,568,"MO346","EOD-FR"
65.15,568,"MO346","EOD-FR"
68.52,568,"MO346","EOD-FR"
67.64,568,"MO346","EOD-FR"
57.06,569,"MO346","EOD-FR"
61.33,569,"MO346","EOD-FR"
59.09,569,"MO346","EOD-FR"
58.25,569,"MO346","EOD-FR"
66.09,570,"MO346","EOD-FR"
67.17,570,"MO346","EOD-FR"
61.2,570,"MO346","EOD-FR"
58.92,570,"MO346","EOD-FR"
42.2,571,"MO352","Control"
NA,571,"MO352","Control"
NA,571,"MO352","Control"
NA,571,"MO352","Control"
54.29,572,"MO352","Control"
NA,572,"MO352","Control"
NA,572,"MO352","Control"
NA,572,"MO352","Control"
49.93,573,"MO352","Control"
50.18,573,"MO352","Control"
NA,573,"MO352","Control"
NA,573,"MO352","Control"
48.38,574,"MO352","Control"
45.37,574,"MO352","Control"
NA,574,"MO352","Control"
NA,574,"MO352","Control"
61.54,575,"MO352","EOD-FR"
67.8,575,"MO352","EOD-FR"
NA,575,"MO352","EOD-FR"
NA,575,"MO352","EOD-FR"
52.51,576,"MO352","EOD-FR"
50.4,576,"MO352","EOD-FR"
NA,576,"MO352","EOD-FR"
NA,576,"MO352","EOD-FR"
51.23,577,"MO352","EOD-FR"
50.32,577,"MO352","EOD-FR"
NA,577,"MO352","EOD-FR"
NA,577,"MO352","EOD-FR"
46.6,578,"MO354","Control"
47.6,578,"MO354","Control"
NA,578,"MO354","Control"
NA,578,"MO354","Control"
55.94,579,"MO354","Control"
55.94,579,"MO354","Control"
58.37,579,"MO354","Control"
58.37,579,"MO354","Control"
54.43,580,"MO354","Control"
59.7,580,"MO354","Control"
58.79,580,"MO354","Control"
57.44,580,"MO354","Control"
49.95,581,"MO354","Control"
54.97,581,"MO354","Control"
53.08,581,"MO354","Control"
NA,581,"MO354","Control"
67.35,582,"MO354","EOD-FR"
57.45,582,"MO354","EOD-FR"
NA,582,"MO354","EOD-FR"
NA,582,"MO354","EOD-FR"
67.23,583,"MO354","EOD-FR"
68.44,583,"MO354","EOD-FR"
NA,583,"MO354","EOD-FR"
NA,583,"MO354","EOD-FR"
62.34,584,"MO354","EOD-FR"
64.76,584,"MO354","EOD-FR"
63.94,584,"MO354","EOD-FR"
61.48,584,"MO354","EOD-FR"
57.18,585,"MO354","EOD-FR"
60.53,585,"MO354","EOD-FR"
59.83,585,"MO354","EOD-FR"
62.9,585,"MO354","EOD-FR"
61.85,586,"MO355","Control"
68.87,586,"MO355","Control"
63.47,586,"MO355","Control"
64.71,586,"MO355","Control"
68.34,587,"MO355","Control"
69.22,587,"MO355","Control"
53.77,587,"MO355","Control"
NA,587,"MO355","Control"
62.42,588,"MO355","Control"
70.95,588,"MO355","Control"
NA,588,"MO355","Control"
NA,588,"MO355","Control"
61.88,589,"MO355","Control"
54.56,589,"MO355","Control"
NA,589,"MO355","Control"
NA,589,"MO355","Control"
77.02,590,"MO355","EOD-FR"
70.79,590,"MO355","EOD-FR"
69.68,590,"MO355","EOD-FR"
70.39,590,"MO355","EOD-FR"
68.32,591,"MO355","EOD-FR"
