"length","id","line","treat"
70.83,591,"MO355","EOD-FR"
77.07,591,"MO355","EOD-FR"
NA,591,"MO355","EOD-FR"
64.66,592,"MO355","EOD-FR"
65.57,592,"MO355","EOD-FR"
70.99,592,"MO355","EOD-FR"
NA,592,"MO355","EOD-FR"
67.63,593,"MO355","EOD-FR"
77.97,593,"MO355","EOD-FR"
78.12,593,"MO355","EOD-FR"
NA,593,"MO355","EOD-FR"
59.69,594,"MO357","Control"
65.44,594,"MO357","Control"
55.32,594,"MO357","Control"
NA,594,"MO357","Control"
66.82,595,"MO357","Control"
68.47,595,"MO357","Control"
65.05,595,"MO357","Control"
64.84,595,"MO357","Control"
62.96,596,"MO357","Control"
60.17,596,"MO357","Control"
64.33,596,"MO357","Control"
NA,596,"MO357","Control"
54.68,597,"MO357","Control"
67.57,597,"MO357","Control"
NA,597,"MO357","Control"
NA,597,"MO357","Control"
54.6,598,"MO357","EOD-FR"
73.1,598,"MO357","EOD-FR"
91.02,598,"MO357","EOD-FR"
76.93,598,"MO357","EOD-FR"
79.65,599,"MO357","EOD-FR"
81.77,599,"MO357","EOD-FR"
84.04,599,"MO357","EOD-FR"
NA,599,"MO357","EOD-FR"
76.09,600,"MO357","EOD-FR"
69.11,600,"MO357","EOD-FR"
69.59,600,"MO357","EOD-FR"
54.3,600,"MO357","EOD-FR"
51.2,601,"MO360","Control"
NA,601,"MO360","Control"
NA,601,"MO360","Control"
NA,601,"MO360","Control"
65.73,602,"MO360","Control"
62.76,602,"MO360","Control"
54.92,602,"MO360","Control"
64.09,602,"MO360","Control"
57.85,603,"MO360","Control"
51.93,603,"MO360","Control"
64.41,603,"MO360","Control"
NA,603,"MO360","Control"
55.8,604,"MO360","Control"
61.83,604,"MO360","Control"
68.67,604,"MO360","Control"
65.91,604,"MO360","Control"
76.62,605,"MO360","EOD-FR"
75.09,605,"MO360","EOD-FR"
78.84,605,"MO360","EOD-FR"
NA,605,"MO360","EOD-FR"
75.59,606,"MO360","EOD-FR"
55.44,606,"MO360","EOD-FR"
47.77,606,"MO360","EOD-FR"
NA,606,"MO360","EOD-FR"
71.41,607,"MO360","EOD-FR"
71.06,607,"MO360","EOD-FR"
NA,607,"MO360","EOD-FR"
NA,607,"MO360","EOD-FR"
74.55,608,"MO360","EOD-FR"
70.13,608,"MO360","EOD-FR"
68.35,608,"MO360","EOD-FR"
64.79,608,"MO360","EOD-FR"
48.23,609,"MO364","Control"
50.1,609,"MO364","Control"
45.35,609,"MO364","Control"
47.84,609,"MO364","Control"
52.93,610,"MO364","Control"
48.14,610,"MO364","Control"
50.7,610,"MO364","Control"
NA,610,"MO364","Control"
48.22,611,"MO364","Control"
51.55,611,"MO364","Control"
NA,611,"MO364","Control"
NA,611,"MO364","Control"
46.22,612,"MO364","Control"
44.55,612,"MO364","Control"
NA,612,"MO364","Control"
NA,612,"MO364","Control"
60.88,613,"MO364","EOD-FR"
51.71,613,"MO364","EOD-FR"
NA,613,"MO364","EOD-FR"
NA,613,"MO364","EOD-FR"
62.48,614,"MO364","EOD-FR"
61.57,614,"MO364","EOD-FR"
NA,614,"MO364","EOD-FR"
NA,614,"MO364","EOD-FR"
53.71,615,"MO364","EOD-FR"
53.56,615,"MO364","EOD-FR"
NA,615,"MO364","EOD-FR"
NA,615,"MO364","EOD-FR"
54.35,616,"MO364","EOD-FR"
61.47,616,"MO364","EOD-FR"
61.41,616,"MO364","EOD-FR"
NA,616,"MO364","EOD-FR"
56.32,617,"MO365","Control"
58.99,617,"MO365","Control"
47.51,617,"MO365","Control"
57.45,617,"MO365","Control"
57.8,618,"MO365","Control"
59.74,618,"MO365","Control"
63.7,618,"MO365","Control"
NA,618,"MO365","Control"
47.17,619,"MO365","Control"
51.45,619,"MO365","Control"
47.95,619,"MO365","Control"
55.23,619,"MO365","Control"
55.84,620,"MO365","Control"
47.36,620,"MO365","Control"
56.61,620,"MO365","Control"
45.28,620,"MO365","Control"
64.38,621,"MO365","EOD-FR"
59.87,621,"MO365","EOD-FR"
64.81,621,"MO365","EOD-FR"
58.48,621,"MO365","EOD-FR"
63.2,622,"MO365","EOD-FR"
66.32,622,"MO365","EOD-FR"
60.86,622,"MO365","EOD-FR"
66.27,622,"MO365","EOD-FR"
58,623,"MO365","EOD-FR"
51.74,623,"MO365","EOD-FR"
66.52,623,"MO365","EOD-FR"
56.78,623,"MO365","EOD-FR"
61.61,624,"MO365","EOD-FR"
57.89,624,"MO365","EOD-FR"
64.72,624,"MO365","EOD-FR"
62.1,624,"MO365","EOD-FR"
48.74,625,"MO368","Control"
51.51,625,"MO368","Control"
37.32,625,"MO368","Control"
NA,625,"MO368","Control"
55.15,626,"MO368","Control"
60.59,626,"MO368","Control"
59.11,626,"MO368","Control"
NA,626,"MO368","Control"
71.35,627,"MO368","EOD-FR"
67.03,627,"MO368","EOD-FR"
66.42,627,"MO368","EOD-FR"
NA,627,"MO368","EOD-FR"
63.02,628,"MO368","EOD-FR"
64.62,628,"MO368","EOD-FR"
71.41,628,"MO368","EOD-FR"
67.72,628,"MO368","EOD-FR"
61.31,629,"MO368","EOD-FR"
NA,629,"MO368","EOD-FR"
NA,629,"MO368","EOD-FR"
NA,629,"MO368","EOD-FR"
59.19,630,"MO368","EOD-FR"
NA,630,"MO368","EOD-FR"
NA,630,"MO368","EOD-FR"
NA,630,"MO368","EOD-FR"
60.86,631,"MO369","Control"
54.8,631,"MO369","Control"
54.33,631,"MO369","Control"
53.96,631,"MO369","Control"
62.24,632,"MO369","Control"
50.15,632,"MO369","Control"
58.55,632,"MO369","Control"
57.73,632,"MO369","Control"
53.97,633,"MO369","Control"
61.96,633,"MO369","Control"
66.92,633,"MO369","Control"
NA,633,"MO369","Control"
58.35,634,"MO369","Control"
61.39,634,"MO369","Control"
62.57,634,"MO369","Control"
58.02,634,"MO369","Control"
62.65,635,"MO369","EOD-FR"
70.94,635,"MO369","EOD-FR"
72.37,635,"MO369","EOD-FR"
NA,635,"MO369","EOD-FR"
54.04,636,"MO369","EOD-FR"
64.1,636,"MO369","EOD-FR"
60.87,636,"MO369","EOD-FR"
59.56,636,"MO369","EOD-FR"
68.56,637,"MO369","EOD-FR"
74.18,637,"MO369","EOD-FR"
75.7,637,"MO369","EOD-FR"
NA,637,"MO369","EOD-FR"
75.36,638,"MO369","EOD-FR"
52.86,638,"MO369","EOD-FR"
75.41,638,"MO369","EOD-FR"
66.31,638,"MO369","EOD-FR"
72.75,639,"MO378","Control"
59.29,639,"MO378","Control"
67.68,639,"MO378","Control"
60.8,639,"MO378","Control"
70.53,640,"MO378","Control"
75.92,640,"MO378","Control"
68.09,640,"MO378","Control"
75.48,640,"MO378","Control"
64.89,641,"MO378","Control"
53.4,641,"MO378","Control"
NA,641,"MO378","Control"
NA,641,"MO378","Control"
71.52,642,"MO378","Control"
65.91,642,"MO378","Control"
NA,642,"MO378","Control"
NA,642,"MO378","Control"
59.24,643,"MO378","EOD-FR"
NA,643,"MO378","EOD-FR"
NA,643,"MO378","EOD-FR"
NA,643,"MO378","EOD-FR"
84.28,644,"MO378","EOD-FR"
85.45,644,"MO378","EOD-FR"
92.27,644,"MO378","EOD-FR"
80.03,644,"MO378","EOD-FR"
84.4,645,"MO378","EOD-FR"
70.47,645,"MO378","EOD-FR"
NA,645,"MO378","EOD-FR"
NA,645,"MO378","EOD-FR"
73.61,646,"MO378","EOD-FR"
88.87,646,"MO378","EOD-FR"
NA,646,"MO378","EOD-FR"
NA,646,"MO378","EOD-FR"
51.54,647,"MO379","Control"
NA,647,"MO379","Control"
NA,647,"MO379","Control"
NA,647,"MO379","Control"
56.78,648,"MO379","Control"
NA,648,"MO379","Control"
NA,648,"MO379","Control"
NA,648,"MO379","Control"
51.25,649,"MO379","Control"
50.4,649,"MO379","Control"
50.76,649,"MO379","Control"
NA,649,"MO379","Control"
56.53,650,"MO379","Control"
NA,650,"MO379","Control"
NA,650,"MO379","Control"
NA,650,"MO379","Control"
45.83,651,"MO379","EOD-FR"
49.07,651,"MO379","EOD-FR"
NA,651,"MO379","EOD-FR"
NA,651,"MO379","EOD-FR"
68.78,652,"MO379","EOD-FR"
63.7,652,"MO379","EOD-FR"
67.57,652,"MO379","EOD-FR"
64.25,652,"MO379","EOD-FR"
58.49,653,"MO379","EOD-FR"
69.88,653,"MO379","EOD-FR"
63.49,653,"MO379","EOD-FR"
NA,653,"MO379","EOD-FR"
63.19,654,"MO379","EOD-FR"
76.59,654,"MO379","EOD-FR"
NA,654,"MO379","EOD-FR"
NA,654,"MO379","EOD-FR"
52.38,655,"MO382","Control"
51.65,655,"MO382","Control"
40.72,655,"MO382","Control"
52.45,655,"MO382","Control"
51.12,656,"MO382","Control"
55.78,656,"MO382","Control"
60.73,656,"MO382","Control"
57.87,656,"MO382","Control"
48.14,657,"MO382","Control"
49.5,657,"MO382","Control"
52.81,657,"MO382","Control"
52.86,657,"MO382","Control"
59.11,658,"MO382","Control"
56.19,658,"MO382","Control"
50.11,658,"MO382","Control"
NA,658,"MO382","Control"
64.34,659,"MO382","EOD-FR"
58.59,659,"MO382","EOD-FR"
NA,659,"MO382","EOD-FR"
NA,659,"MO382","EOD-FR"
54.96,660,"MO382","EOD-FR"
62.31,660,"MO382","EOD-FR"
60.9,660,"MO382","EOD-FR"
62.14,660,"MO382","EOD-FR"
57.97,661,"MO382","EOD-FR"
54.13,661,"MO382","EOD-FR"
61.2,661,"MO382","EOD-FR"
60.35,661,"MO382","EOD-FR"
56.39,662,"MO382","EOD-FR"
58.87,662,"MO382","EOD-FR"
62.67,662,"MO382","EOD-FR"
NA,662,"MO382","EOD-FR"
51.81,663,"MO383","Control"
NA,663,"MO383","Control"
NA,663,"MO383","Control"
NA,663,"MO383","Control"
50.52,664,"MO383","Control"
52.55,664,"MO383","Control"
NA,664,"MO383","Control"
NA,664,"MO383","Control"
58.3,665,"MO383","Control"
49.35,665,"MO383","Control"
56.1,665,"MO383","Control"
NA,665,"MO383","Control"
67.83,666,"MO383","EOD-FR"
65.38,666,"MO383","EOD-FR"
NA,666,"MO383","EOD-FR"
NA,666,"MO383","EOD-FR"
48.8,667,"MO383","EOD-FR"
51.42,667,"MO383","EOD-FR"
NA,667,"MO383","EOD-FR"
NA,667,"MO383","EOD-FR"
57.91,668,"MO383","EOD-FR"
56,668,"MO383","EOD-FR"
NA,668,"MO383","EOD-FR"
NA,668,"MO383","EOD-FR"
58.84,669,"MO384","Control"
NA,669,"MO384","Control"
NA,669,"MO384","Control"
NA,669,"MO384","Control"
66.14,670,"MO384","Control"
54.22,670,"MO384","Control"
NA,670,"MO384","Control"
NA,670,"MO384","Control"
60.17,671,"MO384","Control"
55.77,671,"MO384","Control"
60.06,671,"MO384","Control"
62.64,671,"MO384","Control"
53.97,672,"MO384","Control"
67.85,672,"MO384","Control"
64.6,672,"MO384","Control"
62.41,672,"MO384","Control"
86.81,673,"MO384","EOD-FR"
76.33,673,"MO384","EOD-FR"
NA,673,"MO384","EOD-FR"
NA,673,"MO384","EOD-FR"
72.42,674,"MO384","EOD-FR"
66.11,674,"MO384","EOD-FR"
NA,674,"MO384","EOD-FR"
NA,674,"MO384","EOD-FR"
72.2,675,"MO384","EOD-FR"
NA,675,"MO384","EOD-FR"
NA,675,"MO384","EOD-FR"
NA,675,"MO384","EOD-FR"
80.03,676,"MO384","EOD-FR"
NA,676,"MO384","EOD-FR"
NA,676,"MO384","EOD-FR"
NA,676,"MO384","EOD-FR"
